Customer_id,Area,Children,Education,Employment,Marital,Churn,Outage_sec_perweek,Techie,Contract,Tablet,InternetService,Multiple,TechSupport,Tenure,MonthlyCharge,Bandwidth_GB_Year
G540539,Suburban,4.0,Bachelor's,Full Time,Widowed,Yes,9.48450559,No,Month-to-month,No,DSL,Yes,No,10.85169163,195.0030043,1864.932987
F834875,Rural,2.0,Bachelor's,Part Time,Never Married,Yes,37.21123834,No,Month-to-month,No,Fiber Optic,Yes,No,8.973181409,268.4914736,1367.523632
U315909,Rural,0.0,No Degree,Full Time,Widowed,No,12.80918073,No,Two Year,No,Fiber Optic,Yes,No,14.0480076,160.1049884,1507.684892
K443043,Urban,0.0,Bachelor's,Full Time,Never Married,Yes,7.194311915,Yes,Two Year,No,Fiber Optic,Yes,No,14.1759911,242.3271079,1663.204506
O426543,Urban,0.0,High School or GED,Full Time,Married,Yes,4.181204693,No,Month-to-month,No,DSL,No,No,8.619877264,200.0334119,1687.301468
F613432,Urban,0.0,High School or GED,Full Time,Married,Yes,5.138321582,No,Month-to-month,No,DSL,Yes,No,17.91526623,148.1179105,2281.632997
L98884,Rural,1.0,Associate's,Unemployed,Married,No,12.04142013,No,Two Year,No,No Internet Service,Yes,Yes,8.11330749,150.85258,1115.211468
I455414,Rural,8.0,High School or GED,Full Time,Separated,Yes,13.69297718,No,Month-to-month,Yes,DSL,Yes,Yes,12.52501916,207.6218069,0.0
Q200925,Urban,0.0,High School or GED,Full Time,Widowed,No,10.06652274,No,One year,No,DSL,Yes,No,9.303687422,172.1920066,1547.513225
A146981,Urban,0.0,Associate's,Student,Separated,Yes,8.546808898,Yes,Month-to-month,Yes,DSL,Yes,Yes,3.84058901,159.7123203,808.7858345
B882647,Urban,2.0,No Degree,Full Time,Married,Yes,13.97796137,No,Two Year,Yes,No Internet Service,Yes,No,5.142627526,233.390681,1045.919275
Z11338,Urban,0.0,Bachelor's,Full Time,Divorced,Yes,13.45147316,No,Month-to-month,Yes,Fiber Optic,Yes,No,2.067128027,254.5011829,864.371328
S214992,Urban,0.0,High School or GED,Full Time,Divorced,No,12.56797169,No,Month-to-month,No,Fiber Optic,Yes,Yes,18.96847612,180.1522819,1811.884356
S587488,Rural,0.0,No Degree,Full Time,Separated,Yes,12.54239745,No,Two Year,Yes,Fiber Optic,Yes,No,2.58916459,252.6560792,662.5967184
Q932518,Urban,0.0,Some College,Unemployed,Married,No,10.62610991,No,Month-to-month,Yes,Fiber Optic,No,No,2.362662578,112.0277087,254.7465501
G879772,Rural,0.0,Postgraduate,Full Time,Widowed,No,35.52813914,No,One year,No,Fiber Optic,No,No,5.585806547,212.2429091,1036.098256
I149456,Urban,3.0,High School or GED,Full Time,Widowed,Yes,8.287168569,No,Month-to-month,No,DSL,No,Yes,0.0,143.1530516,2062.922234
W324283,Urban,0.0,High School or GED,Full Time,Never Married,Yes,6.560434027,No,Month-to-month,No,DSL,Yes,No,18.52899944,254.6319693,2600.878739
V88523,Rural,0.0,Some College,Full Time,Widowed,Yes,6.113698563,No,Month-to-month,No,No Internet Service,No,No,14.3921285,189.7583017,1765.073078
J574327,Suburban,6.0,No Degree,Part Time,Widowed,Yes,12.56101007,No,One year,No,Fiber Optic,No,No,8.457033806,219.9648445,1498.783318
B536861,Suburban,2.0,Bachelor's,Full Time,Married,No,13.35017764,No,One year,No,No Internet Service,No,No,9.245889857,79.47529892,804.9040342
M27449,Urban,8.0,Some College,Retired,Never Married,Yes,8.319545874,Yes,One year,Yes,DSL,No,Yes,0.0,162.6991346,950.4411542
H425994,Suburban,4.0,No Degree,Full Time,Never Married,Yes,35.97534628,No,Month-to-month,Yes,Fiber Optic,No,No,3.680184549,164.5251791,587.7258611
P870642,Urban,0.0,No Degree,Retired,Widowed,No,6.110382969,No,One year,No,Fiber Optic,No,No,16.82081288,146.2972581,1559.752741
N291590,Urban,2.0,No Degree,Part Time,Widowed,Yes,5.403943743,No,Two Year,No,Fiber Optic,Yes,No,1.025578983,184.7730368,570.4516207
W211074,Rural,0.0,Bachelor's,Unemployed,Divorced,No,10.98351108,No,One year,Yes,No Internet Service,No,No,15.02441469,106.1034895,0.0
B585942,Rural,0.0,Some College,Full Time,Married,No,11.19982059,Yes,One year,Yes,Fiber Optic,Yes,Yes,2.440244361,179.0108259,0.0
U652791,Urban,0.0,No Degree,Full Time,Never Married,No,9.800003168,Yes,One year,Yes,DSL,No,No,7.409026972,128.2951379,1280.53691
J802172,Rural,2.0,No Degree,Retired,Separated,Yes,5.240172535,No,Month-to-month,No,DSL,No,No,3.148665056,150.106898,1025.253482
G761865,Urban,0.0,Bachelor's,Full Time,Divorced,No,12.90392573,No,One year,No,Fiber Optic,Yes,No,29.62965856,208.4019343,2913.842578
T240066,Rural,0.0,Some College,Full Time,Separated,Yes,7.804171683,No,Two Year,No,Fiber Optic,No,Yes,4.044208657,244.3840512,991.6890153
O408818,Suburban,0.0,Postgraduate,Full Time,Widowed,No,12.92638895,No,Month-to-month,No,Fiber Optic,Yes,No,22.7365601,182.4556916,2227.799509
P129520,Rural,2.0,No Degree,Retired,Married,Yes,6.975967587,Yes,Month-to-month,No,DSL,No,Yes,0.0,133.1895691,945.7273128
K514728,Rural,0.0,High School or GED,Student,Widowed,No,6.650538704,No,One year,No,Fiber Optic,No,No,13.08212765,173.4004133,1655.992508
K865783,Urban,2.0,High School or GED,Part Time,Widowed,Yes,9.219807644,No,Two Year,No,No Internet Service,Yes,No,1.740144498,243.2631441,981.3822842
M184161,Rural,1.0,High School or GED,Full Time,Married,Yes,11.92810284,No,Month-to-month,Yes,Fiber Optic,Yes,No,9.470798234,241.8890911,1398.131991
M786135,Rural,1.0,High School or GED,Full Time,Separated,No,11.62727393,Yes,Two Year,Yes,Fiber Optic,Yes,No,2.476217287,148.645696,0.0
T166384,Suburban,3.0,Some College,Full Time,Widowed,No,6.08839459,No,Two Year,No,No Internet Service,Yes,Yes,9.053159642,171.7139325,1284.333326
X209020,Suburban,1.0,No Degree,Retired,Separated,No,42.28081156,No,One year,Yes,No Internet Service,No,Yes,10.86199006,183.3561938,1364.293464
J377593,Rural,1.0,Some College,Full Time,Married,Yes,9.623275866,No,Month-to-month,No,DSL,No,Yes,7.990345241,221.2901069,1654.594921
H683813,Urban,0.0,Some College,Full Time,Never Married,Yes,10.65883819,No,Month-to-month,No,Fiber Optic,No,Yes,1.500126375,231.8992052,676.2344842
A544585,Suburban,0.0,Bachelor's,Student,Never Married,Yes,8.253576137,No,Month-to-month,No,No Internet Service,No,Yes,6.73250931,201.6945498,1153.214047
A903151,Suburban,0.0,High School or GED,Unemployed,Separated,Yes,6.898965361,No,One year,No,No Internet Service,Yes,No,1.442101684,222.8521436,837.2614393
I950522,Urban,4.0,High School or GED,Full Time,Separated,No,9.272410367,No,Two Year,No,Fiber Optic,No,No,10.8968319,149.0305846,1246.67277
H304203,Rural,0.0,High School or GED,Full Time,Divorced,No,11.09785209,No,Month-to-month,No,DSL,Yes,Yes,10.69505483,138.1175519,1364.959051
J512358,Urban,3.0,Associate's,Full Time,Married,Yes,12.692213,No,Month-to-month,No,DSL,Yes,Yes,6.905862157,199.1188808,0.0
O886055,Urban,4.0,High School or GED,Retired,Divorced,No,11.98792204,No,Month-to-month,No,No Internet Service,Yes,Yes,22.31931984,153.8840647,2343.988024
K114992,Suburban,0.0,No Degree,Retired,Never Married,Yes,6.939259012,No,Month-to-month,No,DSL,Yes,No,4.984917546,172.0558029,0.0
B352309,Suburban,0.0,High School or GED,Full Time,Widowed,Yes,8.478299551,No,Month-to-month,No,No Internet Service,Yes,No,10.45497122,139.7262009,1307.834074
J20736,Urban,3.0,Other,Full Time,Divorced,No,7.642815594,No,Two Year,No,Fiber Optic,No,Yes,0.0,185.683823,1907.20649
Y857689,Urban,0.0,High School or GED,Full Time,Married,No,11.83809445,Yes,Two Year,No,Fiber Optic,Yes,No,18.01017711,168.6276483,1686.417922
G730827,Urban,0.0,Associate's,Full Time,Never Married,Yes,4.743422578,No,One year,Yes,DSL,Yes,No,5.014012147,247.0508994,1501.093332
M257399,Urban,1.0,Bachelor's,Part Time,Married,No,9.378339777,Yes,Two Year,No,No Internet Service,No,No,9.817032603,127.8264289,954.2700173
A613026,Suburban,1.0,Bachelor's,Unemployed,Widowed,Yes,6.517568977,No,Month-to-month,No,Fiber Optic,No,No,7.437784387,229.8681845,1170.676993
W365194,Rural,1.0,Bachelor's,Retired,Married,No,8.675690782,No,Two Year,Yes,Fiber Optic,No,No,1.280323583,140.3830327,436.2297665
B705971,Suburban,0.0,Postgraduate,Full Time,Separated,Yes,15.29772015,No,Month-to-month,Yes,DSL,Yes,Yes,13.43811436,174.4743905,1965.462483
B482277,Suburban,4.0,Some College,Student,Widowed,No,8.215117693,No,Month-to-month,No,Fiber Optic,No,No,3.765837733,135.7272798,494.8412692
L223677,Rural,0.0,High School or GED,Full Time,Divorced,No,11.16395271,No,One year,No,DSL,Yes,Yes,0.0,162.5418507,1636.48816
T809308,Rural,0.0,Some College,Part Time,Divorced,No,16.95379674,No,Two Year,No,Fiber Optic,Yes,No,1.798432524,178.1222253,528.989098
P855307,Urban,0.0,Some College,Full Time,Never Married,No,12.0041188,No,Month-to-month,No,Fiber Optic,No,Yes,0.0,183.1540135,961.4048126
J489262,Urban,0.0,No Degree,Unemployed,Married,Yes,7.3261144,Yes,Month-to-month,No,Fiber Optic,Yes,No,7.744129211,167.2555375,720.6519058
T966251,Urban,4.0,No Degree,Full Time,Divorced,No,12.0077446,No,One year,Yes,No Internet Service,No,No,16.79676717,140.2703097,1820.926895
Z34186,Rural,3.0,Some College,Full Time,Divorced,No,6.554298836,No,Two Year,No,Fiber Optic,No,Yes,1.311692648,150.9570682,0.0
I161979,Suburban,4.0,High School or GED,Retired,Separated,Yes,11.19707028,No,Month-to-month,No,DSL,Yes,No,6.960521816,163.595261,1466.444336
S19660,Suburban,3.0,High School or GED,Retired,Never Married,Yes,10.21752631,No,Month-to-month,No,Fiber Optic,Yes,No,5.525134421,279.4511724,1288.15613
F247943,Rural,6.0,Some College,Full Time,Widowed,Yes,6.743515956,Yes,Month-to-month,No,DSL,Yes,No,10.29048316,194.0540385,1815.26546
V981763,Suburban,1.0,Associate's,Full Time,Never Married,No,7.393807765,No,One year,No,DSL,No,Yes,18.32903765,161.2622448,2206.253895
P514284,Urban,2.0,Some College,Student,Married,Yes,8.954558863,Yes,One year,No,DSL,Yes,Yes,1.794201988,174.8868603,917.029715
K159541,Rural,0.0,High School or GED,Full Time,Separated,No,42.4824709,Yes,One year,Yes,DSL,No,Yes,16.38977678,174.1396357,0.0
S627734,Rural,4.0,Some College,Retired,Separated,No,10.96725321,No,Month-to-month,No,Fiber Optic,Yes,Yes,22.3447813,193.7108729,2231.25397
Z481614,Urban,0.0,Some College,Full Time,Separated,Yes,10.33230495,No,Month-to-month,No,Fiber Optic,Yes,Yes,12.91537813,217.4476552,1524.881001
X147999,Urban,0.0,No Degree,Student,Married,Yes,11.79827777,No,Month-to-month,Yes,DSL,No,Yes,11.59626976,202.685403,1929.992785
I246752,Suburban,4.0,Postgraduate,Full Time,Married,No,9.982435566,No,One year,No,Fiber Optic,Yes,No,15.21210482,165.049544,1508.478673
H61682,Rural,10.0,Some College,Full Time,Never Married,Yes,5.977965893,Yes,Month-to-month,No,Fiber Optic,Yes,Yes,3.771606914,204.5910738,1117.284921
Z155409,Urban,0.0,Other,Full Time,Never Married,No,6.75645603,No,Two Year,Yes,Fiber Optic,No,No,11.6474373,162.9344608,1381.77131
H932507,Urban,1.0,Some College,Full Time,Divorced,No,40.78444386,No,One year,No,Fiber Optic,No,No,25.72493438,152.9343392,0.0
Q417407,Rural,0.0,Bachelor's,Retired,Divorced,Yes,10.19313441,No,One year,No,Fiber Optic,Yes,No,1.39326187,239.8828948,722.2139832
Z628420,Suburban,0.0,High School or GED,Retired,Divorced,Yes,13.10165413,No,Month-to-month,No,DSL,Yes,No,12.17300097,150.8732562,1619.686288
O845822,Urban,0.0,Postgraduate,Full Time,Married,No,10.53357491,No,One year,Yes,DSL,Yes,Yes,8.909806485,141.2126717,0.0
X697479,Suburban,0.0,Bachelor's,Full Time,Separated,No,9.77674603,No,Month-to-month,Yes,Fiber Optic,No,No,10.48607951,111.4091455,0.0
Q373527,Urban,4.0,High School or GED,Retired,Divorced,No,15.10749992,Yes,Month-to-month,No,DSL,No,Yes,19.26464857,107.0378178,2203.565459
P529004,Suburban,0.0,Some College,Full Time,Widowed,Yes,15.62081933,No,Month-to-month,No,No Internet Service,No,No,6.24751003,176.1095069,0.0
C18933,Urban,1.0,Bachelor's,Retired,Separated,No,12.35555887,Yes,One year,No,No Internet Service,No,No,9.063712994,93.79234409,1031.540479
W664355,Urban,0.0,Associate's,Part Time,Never Married,Yes,7.388091677,No,Month-to-month,Yes,No Internet Service,No,Yes,10.02603019,160.0700983,1183.503581
P279595,Rural,0.0,High School or GED,Full Time,Divorced,Yes,13.27045999,No,Month-to-month,No,DSL,No,No,28.22988594,139.3168893,3068.956506
B455335,Suburban,1.0,High School or GED,Full Time,Separated,No,10.22561684,No,Two Year,No,DSL,Yes,Yes,7.617535143,160.540679,1326.411799
N421546,Rural,0.0,Bachelor's,Full Time,Divorced,No,13.26465494,No,Two Year,No,Fiber Optic,No,Yes,20.5856111,139.6871136,0.0
N224205,Rural,0.0,Postgraduate,Student,Married,No,9.163966997,No,Month-to-month,No,DSL,Yes,No,12.35900114,163.0068966,0.0
B225501,Rural,0.0,High School or GED,Full Time,Widowed,No,10.15205644,No,One year,No,No Internet Service,No,No,0.0,82.99228576,923.1400229
I33248,Suburban,0.0,No Degree,Full Time,Married,Yes,15.63058568,No,Month-to-month,No,DSL,Yes,Yes,14.01692435,208.8317933,0.0
G786082,Urban,0.0,Bachelor's,Retired,Never Married,No,5.886080554,No,One year,Yes,Fiber Optic,No,No,1.506136448,157.8786407,460.5286853
E135018,Rural,0.0,High School or GED,Full Time,Separated,Yes,10.43809782,No,Two Year,No,DSL,No,No,5.457127202,203.3385322,1589.753327
D285590,Urban,0.0,Some College,Full Time,Never Married,No,9.28572066,No,Two Year,Yes,Fiber Optic,No,No,4.148103374,123.0025177,296.0266799
E564058,Urban,0.0,Bachelor's,Student,Separated,Yes,8.928657077,Yes,Month-to-month,No,Fiber Optic,Yes,No,8.867664035,252.9163193,1362.782508
W664734,Rural,0.0,No Degree,Student,Never Married,Yes,11.37011859,No,Month-to-month,No,DSL,No,Yes,6.663036309,162.8528057,0.0
Z172324,Rural,4.0,Some College,Full Time,Widowed,No,11.28282628,No,Two Year,Yes,DSL,Yes,No,1.563383144,126.3371832,673.250968
T35900,Suburban,2.0,Associate's,Part Time,Divorced,Yes,7.843449588,No,Month-to-month,No,Fiber Optic,Yes,Yes,13.75425674,275.9674123,1947.058707
V955342,Suburban,0.0,Some College,Full Time,Married,Yes,7.857697751,No,Month-to-month,No,DSL,Yes,No,2.367066364,231.6490042,1136.589804
C36361,Suburban,0.0,Associate's,Retired,Never Married,No,4.483397555,No,Month-to-month,Yes,Fiber Optic,No,Yes,2.333093949,139.6969376,530.0667964
B269529,Suburban,0.0,Other,Full Time,Never Married,No,5.824748077,No,Month-to-month,Yes,Fiber Optic,No,Yes,14.86158123,160.2269454,1439.925812
D873060,Rural,0.0,Bachelor's,Full Time,Widowed,Yes,9.04196986,No,One year,No,No Internet Service,Yes,Yes,1.768753427,220.4134528,736.3553892
S597816,Urban,2.0,No Degree,Full Time,Widowed,Yes,6.994827241,No,Month-to-month,No,No Internet Service,Yes,Yes,0.0,181.5780362,0.0
Q226767,Suburban,4.0,High School or GED,Full Time,Divorced,No,8.730677303,No,Month-to-month,No,No Internet Service,No,No,1.275947801,107.9038794,476.7850753
F926070,Suburban,0.0,Associate's,Full Time,Divorced,Yes,6.139604898,No,Month-to-month,No,Fiber Optic,Yes,Yes,29.95876167,254.9587693,3119.385384
E740186,Urban,4.0,Associate's,Full Time,Widowed,No,7.889598886,No,One year,Yes,DSL,No,No,2.073631799,127.9347982,861.7738077
D470800,Rural,2.0,High School or GED,Full Time,Never Married,No,38.01498962,Yes,Two Year,No,DSL,No,No,0.0,167.8374105,1584.241573
L693816,Suburban,0.0,Postgraduate,Unemployed,Never Married,Yes,10.75293316,No,Month-to-month,Yes,DSL,No,No,6.368503501,203.3799348,1756.610979
K421567,Rural,2.0,Associate's,Student,Widowed,Yes,40.56583513,No,Month-to-month,No,No Internet Service,No,Yes,7.674186187,192.5241581,924.1809843
H330611,Urban,0.0,No Degree,Full Time,Married,No,8.105734274,No,One year,No,DSL,Yes,No,16.7578945,171.7275909,2080.564441
E25818,Suburban,3.0,High School or GED,Full Time,Widowed,No,9.396134312,No,Month-to-month,No,No Internet Service,Yes,Yes,8.473965945,163.3260248,0.0
K111418,Suburban,2.0,Other,Full Time,Married,No,10.58275668,No,Month-to-month,Yes,No Internet Service,Yes,Yes,30.82190637,162.2865,3042.656083
Q154549,Rural,0.0,Associate's,Full Time,Divorced,Yes,9.728375149,Yes,Month-to-month,Yes,Fiber Optic,No,No,7.843199744,145.4645871,935.4475784
Y901042,Suburban,0.0,Some College,Full Time,Widowed,No,3.396671916,No,One year,Yes,Fiber Optic,No,No,8.035139837,114.1150081,798.0189824
J567825,Suburban,1.0,Postgraduate,Part Time,Never Married,Yes,10.53307009,No,Month-to-month,No,No Internet Service,Yes,Yes,5.150962982,164.7885055,822.9997439
C816362,Rural,3.0,Bachelor's,Full Time,Never Married,Yes,9.754048052,No,Month-to-month,No,Fiber Optic,Yes,No,24.27319837,275.1671671,2765.521967
Y07907,Suburban,3.0,Some College,Full Time,Married,No,8.176800797,No,Two Year,Yes,Fiber Optic,Yes,No,9.385169516,255.7415243,1461.269401
G404485,Rural,4.0,Associate's,Unemployed,Separated,Yes,10.34700983,No,Month-to-month,No,Fiber Optic,No,Yes,13.8197199,161.8212643,1438.002278
L927003,Suburban,0.0,High School or GED,Unemployed,Divorced,Yes,7.2832044,No,One year,No,No Internet Service,No,No,1.372579996,186.5379423,680.4074741
F477453,Rural,0.0,Postgraduate,Retired,Married,No,14.51769782,No,Two Year,Yes,Fiber Optic,No,Yes,1.846870219,138.5845743,464.4350832
E706607,Urban,0.0,Some College,Full Time,Widowed,Yes,11.31716612,No,Month-to-month,No,Fiber Optic,Yes,No,12.23147105,219.3209337,1483.466725
Q69497,Suburban,0.0,High School or GED,Full Time,Separated,No,14.79716684,No,Two Year,Yes,No Internet Service,Yes,Yes,6.554584071,128.9037857,831.986868
X672018,Rural,0.0,Some College,Full Time,Divorced,Yes,40.35053726,No,Month-to-month,No,No Internet Service,Yes,No,2.599616568,179.8662724,0.0
J509388,Urban,0.0,Bachelor's,Unemployed,Married,Yes,11.87132811,No,Month-to-month,Yes,DSL,No,Yes,0.0,166.0501421,965.4344564
Z177465,Rural,0.0,High School or GED,Full Time,Separated,Yes,9.793960927,No,Month-to-month,Yes,DSL,Yes,No,16.12971042,197.7322101,2275.291432
W872847,Rural,0.0,Some College,Part Time,Married,No,10.95406562,No,Month-to-month,No,DSL,Yes,No,23.9038033,136.375729,2593.650846
L639744,Suburban,0.0,No Degree,Retired,Divorced,No,11.60075237,No,Month-to-month,No,Fiber Optic,No,Yes,1.734089974,184.6830232,0.0
O566378,Urban,0.0,Bachelor's,Full Time,Separated,No,17.2120951,No,Two Year,No,Fiber Optic,No,No,17.45181983,126.1055851,1759.464436
I138940,Rural,0.0,Associate's,Unemployed,Never Married,Yes,7.986433614,No,Two Year,No,DSL,No,Yes,3.825479811,221.1618575,0.0
S281020,Suburban,0.0,No Degree,Full Time,Widowed,No,10.83394587,No,One year,No,No Internet Service,No,No,10.00948532,140.4820114,0.0
G410567,Suburban,4.0,High School or GED,Full Time,Married,No,10.31486576,No,Two Year,Yes,DSL,No,Yes,15.81095182,143.8322069,2126.056803
T577346,Suburban,4.0,Associate's,Retired,Divorced,Yes,10.36786565,No,One year,No,Fiber Optic,Yes,No,4.31097376,239.7019375,1024.131285
Y833178,Suburban,0.0,Postgraduate,Full Time,Separated,Yes,11.56854471,Yes,Month-to-month,Yes,Fiber Optic,No,Yes,1.200106313,164.4410344,336.3711095
O404871,Suburban,0.0,Some College,Full Time,Divorced,Yes,8.67728901,No,Month-to-month,No,Fiber Optic,Yes,Yes,1.998180276,194.656915,758.9886777
E356128,Rural,1.0,No Degree,Full Time,Separated,No,7.214530214,No,Two Year,No,Fiber Optic,No,No,16.93744855,138.1528154,0.0
Z681811,Urban,3.0,Some College,Full Time,Widowed,Yes,10.8044929,Yes,Month-to-month,Yes,Fiber Optic,No,Yes,13.05372939,220.9462258,1761.265371
N524531,Urban,3.0,No Degree,Full Time,Married,No,8.284280593,No,Month-to-month,No,Fiber Optic,Yes,No,3.533322829,180.2064623,793.8062657
C221288,Rural,0.0,High School or GED,Unemployed,Never Married,No,10.1190626,No,Month-to-month,No,Fiber Optic,Yes,No,16.93328849,178.4623426,2020.896358
X821996,Suburban,0.0,No Degree,Full Time,Widowed,No,11.49765183,No,Two Year,No,Fiber Optic,No,No,2.888303003,136.623792,296.7260391
R105246,Urban,0.0,No Degree,Full Time,Widowed,Yes,10.92278814,No,Month-to-month,No,No Internet Service,No,No,6.307859466,106.6070323,862.6906733
C229879,Rural,0.0,High School or GED,Full Time,Never Married,Yes,6.225654417,No,Month-to-month,No,DSL,Yes,Yes,4.812563005,171.7999106,1003.080929
U168359,Urban,10.0,High School or GED,Student,Widowed,No,11.20930075,No,Month-to-month,No,Fiber Optic,No,No,25.10781148,149.1061001,2646.099689
M661436,Suburban,0.0,Some College,Full Time,Separated,No,11.41831578,No,Two Year,No,DSL,No,Yes,10.32034179,162.7292574,1525.81124
T495094,Urban,1.0,No Degree,Full Time,Divorced,Yes,41.01507767,No,Two Year,No,DSL,Yes,Yes,16.74329932,272.8483405,2536.53749
O549028,Urban,1.0,Some College,Full Time,Married,No,13.46908156,No,Two Year,No,Fiber Optic,Yes,No,6.652607765,253.2717751,1225.184798
C215264,Suburban,0.0,Associate's,Full Time,Never Married,Yes,10.74757546,Yes,Month-to-month,No,Fiber Optic,Yes,Yes,0.0,160.5384433,877.2126863
G499792,Suburban,0.0,No Degree,Full Time,Divorced,Yes,12.13295482,No,Month-to-month,No,DSL,No,No,11.96095692,141.3023846,2058.120961
R981365,Urban,2.0,High School or GED,Full Time,Married,Yes,10.3654446,No,Month-to-month,Yes,Fiber Optic,Yes,No,7.900866112,186.2782193,1063.793472
J832286,Rural,3.0,High School or GED,Part Time,Separated,No,6.758672132,No,Month-to-month,Yes,Fiber Optic,No,No,4.24529505,148.1857268,707.2606071
T604835,Rural,3.0,Associate's,Full Time,Widowed,No,31.69349532,No,Two Year,No,No Internet Service,No,Yes,10.04959791,237.1902509,1421.06817
I643695,Rural,1.0,High School or GED,Full Time,Divorced,No,8.812351303,No,Month-to-month,Yes,DSL,No,No,11.46673877,132.3486181,1715.911701
D888294,Urban,6.0,Some College,Part Time,Widowed,Yes,13.35612474,No,Month-to-month,No,No Internet Service,Yes,No,4.469397788,161.0929799,834.0925038
M477891,Rural,3.0,Associate's,Unemployed,Widowed,No,13.66394795,No,Month-to-month,Yes,Fiber Optic,No,Yes,10.59490514,184.8494941,1272.863604
D33088,Rural,9.0,High School or GED,Part Time,Separated,Yes,7.963046886,No,Month-to-month,No,No Internet Service,Yes,No,2.828179792,183.1246995,0.0
Z865787,Rural,1.0,Some College,Retired,Divorced,Yes,14.79130125,No,Two Year,Yes,No Internet Service,Yes,Yes,6.711560385,254.8300351,1200.461726
P151266,Suburban,1.0,Bachelor's,Full Time,Widowed,No,13.8106703,No,One year,No,DSL,No,No,5.251569917,126.9272233,1069.18746
Q616832,Suburban,0.0,Some College,Full Time,Married,No,8.711438621,No,Month-to-month,No,Fiber Optic,Yes,No,16.42990185,179.5090855,1800.326325
R882445,Urban,1.0,Bachelor's,Student,Never Married,Yes,11.24970654,No,Month-to-month,Yes,DSL,No,No,7.896370799,202.3108313,1725.323883
C72437,Rural,1.0,High School or GED,Student,Divorced,Yes,11.66613183,No,Month-to-month,No,No Internet Service,No,Yes,15.06815402,119.8475014,1516.686884
E553347,Suburban,2.0,Bachelor's,Part Time,Widowed,Yes,9.286376003,No,Month-to-month,No,Fiber Optic,Yes,Yes,0.0,252.674605,924.6142337
B129670,Suburban,0.0,Associate's,Part Time,Married,No,11.22539964,No,Two Year,Yes,DSL,No,No,17.26450898,126.6369201,2082.052634
T399319,Suburban,2.0,Postgraduate,Retired,Widowed,No,7.882691824,No,One year,No,DSL,Yes,No,16.58520058,182.6242853,2329.310551
U954852,Rural,1.0,Some College,Full Time,Divorced,No,10.80335796,No,One year,No,Fiber Optic,Yes,Yes,10.81513738,194.6750868,1341.508482
R934554,Suburban,3.0,High School or GED,Retired,Separated,Yes,13.15811405,No,Month-to-month,No,Fiber Optic,No,No,4.61782427,187.6516759,967.8404944
E926120,Suburban,0.0,Some College,Full Time,Widowed,No,12.25063082,No,Two Year,No,No Internet Service,No,Yes,2.237974899,140.6633985,492.0307787
Q806598,Rural,0.0,Postgraduate,Part Time,Divorced,No,9.210098767,No,Month-to-month,No,Fiber Optic,No,Yes,12.1445326,158.8926093,1289.426725
K669942,Urban,1.0,Some College,Full Time,Never Married,No,5.830697589,No,Month-to-month,No,DSL,No,Yes,23.8699635,132.7494352,2609.91314
H203586,Rural,0.0,Bachelor's,Part Time,Widowed,Yes,13.05140644,No,Month-to-month,No,No Internet Service,No,No,7.495281095,128.170674,968.8124201
M664307,Suburban,4.0,Bachelor's,Full Time,Never Married,No,7.445153628,No,Month-to-month,Yes,Fiber Optic,No,Yes,8.75692254,148.0330184,964.5339675
D308819,Rural,0.0,Other,Retired,Divorced,No,6.6393128,No,Two Year,No,DSL,Yes,No,5.874948556,196.333414,0.0
P770229,Rural,2.0,Bachelor's,Student,Divorced,No,11.33037748,No,Two Year,No,DSL,No,No,7.238006371,154.1093196,1495.619695
I445425,Urban,5.0,Postgraduate,Full Time,Divorced,No,11.05808049,No,Month-to-month,No,No Internet Service,No,No,5.449245581,120.3779674,1034.133433
R714397,Rural,1.0,Bachelor's,Unemployed,Married,No,5.931491236,Yes,One year,Yes,DSL,No,No,5.61407391,126.3296594,1108.726166
F60760,Suburban,0.0,High School or GED,Full Time,Separated,No,4.731184043,No,One year,No,Fiber Optic,No,No,4.53472112,172.5343361,761.9139877
G271409,Rural,4.0,Bachelor's,Full Time,Divorced,Yes,39.20304338,No,Two Year,No,No Internet Service,Yes,No,10.06394737,247.5252182,1686.732783
S509823,Suburban,2.0,High School or GED,Full Time,Divorced,No,16.0746343,Yes,One year,No,Fiber Optic,Yes,No,22.12945361,147.382999,2047.373281
Y244740,Rural,0.0,Some College,Unemployed,Separated,No,9.13596109,No,One year,No,No Internet Service,No,No,15.51391987,80.01694932,1244.129071
W832522,Suburban,0.0,Some College,Full Time,Married,Yes,13.47835303,Yes,Two Year,No,DSL,No,No,4.526424442,166.0450732,1395.575443
D676040,Urban,1.0,Postgraduate,Part Time,Divorced,Yes,10.8553513,No,Month-to-month,No,Fiber Optic,No,No,6.183691733,171.6679314,981.2775952
K507325,Urban,0.0,Associate's,Full Time,Widowed,Yes,9.772021597,No,Month-to-month,No,Fiber Optic,No,Yes,17.27999176,258.7058454,2074.948906
A22477,Urban,0.0,Some College,Part Time,Never Married,No,14.15474306,Yes,One year,No,Fiber Optic,No,Yes,3.628866529,183.7677731,601.2192303
C324392,Urban,1.0,Some College,Part Time,Divorced,No,14.89893719,No,Month-to-month,No,Fiber Optic,No,Yes,4.888977335,150.1580713,532.1499344
M516584,Rural,0.0,High School or GED,Student,Divorced,No,4.993627965,No,Month-to-month,No,No Internet Service,No,Yes,4.431604491,116.8987833,542.7248776
